Temnozaga	1
Oreohelix	1
Pyrgophorus	5
Corbicula	7
Enteroctopus	4
Gomphroa	2
Ichnusotricha	1
Selenoteuthis	1
Urticicola	2
Raeticella	1
